Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
31,Yes,Travel_Rarely,1365,,13.0,4,Medical,yes,650,2,Male,46,3,2,Sales Executive,1,Divorced,4233.0,11512,2,Y,-1,17,3,3.0,80.0,0,9.0,2,1,3,1,1.0,"3,14"
35,No,Travel_Rarely,538,Research & Development,25.0,2,Other,1,652,1,Male,54,2,2,Laboratory Technician,4,Single,3681.0,14004,4,Y,No,14,3,4.0,80.0,0,9.0,,3,3,2,missing,2
31,No,Travel_Rarely,525,Sales,6.0,4,Medical,1,653,1,Male,66,4,2,Sales Executive,4,,5460.0,6219.0%,4,Y,No,22,4,4.0,80.0,2,13.0,4,4,7,7,5.0,7
27,No,Travel_Rarely,798,Research & Development,6.0,4,Medical,1,655,1,Female,66,2,1,Research Scientist,3,Divorced,2187.0,5013,0,Y,No,12,3,3.0,80.0,2,6.0,5,2,5,3,0.0,3
37,No,Travel_Rarely,558,Sales,2.0,3,Marketing,1,656,4,Male,75,3,2,Sales Executive,3,Married,,3010,4,Y,Yes,11,3,3.0,80.0,1,17.0,3,2,3,0,1.0,0
20,No,Travel_Rarely,959,Research & Development,1.0,3,Life Sciences,1,657,4,Female,83,2,1,Research Scientist,2,Single,2836.0,11757,1,Y,No,13,3,4.0,80.0,0,1.0,0,4,1,0,0.0,0
402.3878332316005,,Travel_Rarely,622,Research & Development,2.0,4,Life Sciences,1,659,3,Sin dato,81,3,2,Healthcare Representative,4,Married,4089.0,5718,1,Y,False,—,3,2.0,80.0,2,10.0,4,3,10,2,2.0,2
43,No,Travel_Rarely,782,Research & Development,6.0,NULL,Other,1,661,2,,50,2,NaN,Research Director,4,Divorced,16627.0,2671,4,Y,Yes,-304.770050610917,3,3.0,80.0,1,21.0,3,2,1,0,0.0,0
38,No,Travel_Rarely,362,Research & Development,1.0,1,Life Sciences,1,662,3,0,43,3,1,Research Scientist,1,Single,2619.0,14561,3,N.A.,No,17,3,4.0,80.0,0,8.0,2021/99/01,2,0,0,0.0,0
43,No,Travel_Frequently,1001,Research & Development,9.0,5,Ninguno,1,663,4,Male,72,3,2,Laboratory Technician,3,Divorced,5679.0,19627,3,Y,Yes,13,3,2.0,80.0,1,10.0,3,3,8,7,4.0,7
48,No,Travel_Rarely,1236,Research & Development,1.0,4,Life Sciences,1,664,4,Female,40,2,4,Manager,1,Married,15402.0,17997,7,Y,No,$11,3,1.0%,80.0,1,,3,1,3,2,0.0,2
44,No,na,1112,Human Resources,1.0,4,Life Sciences,1,665,1,Female,50,2,2,Human Resources,3,Single,5985.0,26894,4,Y,No,11,3,2.0,80.0,0,10.0,1,4,2,2,-150.19658656514463,2
34,No,Travel_Rarely,204,Sales,14.0,3,Technical Degree,1,666,3,Female,31,3,1,Sales Representative,3,Divorced,2579.0,2912,1,Y,Yes,18,3,4.0,80.0,2,8.0,3,3,8,2,,6
27,Yes,Travel_Rarely,1420,Sales,2.0,1,Marketing,1,667,3,yes,85,3,1,Sales Representative,1,Divorced,3041.0,16346,0,Y,No,11,3,2.0,80.0,1,5.0,3,3,4,3,0.0,2
21,No,,1343,Sales,22.0,1,Technical Degree,1,669,3,Male,49,3,1,Sales Representative,3,Single,3447.0,24444,1,Y,No,11,3,3.0,80.0,0,3.0,2,3,3,2,1.0,2
44,No,Travel_Rarely,1315,Research & Development,3.0,4,Other,1,671,4,Male,35,3,31.497331900608888,Manager,4,Married,19513.0,9358,4,Y,Yes,12,3,1.0,80.0,1,26.0,2,4,2,2,0.0,1.0%
22,No,Travel_Rarely,604,Research & Development,6.0,1,Medical,1,675,1,,69,3,-143.85068149806807,Research Scientist,3,Married,2773.0,12145,0,Y,No,20,4,4.0,80.0,0,3.0,3,3,2,2,2.0,2
33,No,Ninguno,1216,Sales,"3,14",4,Marketing,1,677,3,Male,39,3,2,Sales Executive,3,Divorced,7104.0,20431,0,Y,2,12,1O0,4.0,80.0,0,6.0,3,3,5,0,,2
32,No,Travel_Rarely,646,,9.0,4,Sin dato,1,679,1,Female,92,3,2,Research Scientist,4,Married,6322.0,18089,1,Y,Yes,12,3,4.0,80.0,1,,2,2,6,4,0.0,5
30,No,Travel_Frequently,160,Research & Development,,3,Medical,1,680,3,Female,71,3,1,Research Scientist,3,Divorced,2083.0,22653,1,Y,No,20,4,3.0,80.0,1,1.0,2,3,1,0,0.0,0
53,No,Travel_Rarely,238,Sales,1.0,1,Medical,1,682,4,Female,34,3,2,Sales Executive,1,Single,8381.0,7507,7,???,No,20,$4,4.0,80.0,0,18.0,2,4,14,7,8,None
34,No,,1397,Research & Development,1.0,5,Life Sciences,1,683,2,NO,42,3,1,Research Scientist,4,,2691.0,7660,1,Y,No,12,3,4.0,80.0,1,,31/02/2022,2,10,9,8.0,8
45,,Travel_Frequently,306,Sales,26.0,4,Life Sciences,1,684,1,Female,100,3,2.0%,Sales Executive,1,Married,4286.0,5630,2,Y,No,14,3,4.0,80.0,2,5.0,4,3,1,1,0.0,0
1271.0861761559422,No,Travel_Rarely,991,Research & Development,6.0,3,Life Sciences,1,686,3,NULL,71,3,1,Laboratory Technician,4,Married,2659.0,17759,1,Y,Yes,13,3,3.0,80.0,1,3.0,2,3,3,2,,"3,14"
37,No,Travel_Rarely,482,Research & Development,3.0,3.0%,Other,1,689,3,Male,36,3,3,Manufacturing Director,3,Married,9434.0,9606,1,Y,No,15,3,3.0,80.0,1,10.0,2,3,10,7,7.0,8
29,No,Travel_Rarely,1176,Sales,3.0,2,Medical,1,690,2,Female,62,3,2,Sales Executive,3,Married,5561.0,3487,1,Y,No,14,3,1.0,80.0,1,6.0,5,2,6,0,1.0,2
35,No,Travel_Rarely,1017,Research & Development,6.0,4,Life Sciences,1,691,2,,82,1,2,Research Scientist,4,Single,6646.0,19368,1,Y,No,13,19.17820005947779,2.0,80.0,0,17.0,3,3,17,11,11.0,8
33,No,Travel_Frequently,1296,Research & Development,6.0,3,Life Sciences,1,692,3,Male,30,3,2,Healthcare Representative,4,Divorced,7725.0,5335,3,Y,No,23,4,3.0,,1,15.0,2,1,13,11,4.0,7
54,No,Travel_Rarely,397,Human Resources,19.0,4,Medical,1,698,3,Male,88,3,3,,2,Married,10725.0,6729,2,Y,No,15,3,3.0,80.0,1,16.0,1,4,9,7,,1
36,,Travel_Rarely,913,Research & Development,9.0,2,Medical,1,699,2,Male,48,2,2,Manufacturing Director,2,Divorced,8847.0,13934,2,Y,Yes,11,3,-107.02614055061048,80.0,1,13.0,2021/99/01,3,3,2,0.0,NULL
27,No,Travel_Rarely,1115,Research & Development,3.0,4,Medical,1,700,1,Male,54,2,1,Research Scientist,4,Single,2045.0,15174,0,Y,No,13,3,4.0,,0,5.0,0,3,4,2,1.0,1
20,,Travel_Rarely,1362,Research & Development,10.0,1,Medical,1,701,4,Male,32,3,1,???,3,Single,1009.0,26999,1,Y,Yes,error,3,4.0,80.0,0,1.0,2020-13-40,3,1,0,1.0,1
33,na,Travel_Frequently,1076,Research & Development,3.0,3,Life Sciences,1,702,1,Male,70,3,1,Research Scientist,1,Single,3348.0,3164,1,Y,Yes,11,3,abc,80.0,0,10.0,3,3,10,8,-141.25579539260906,7
35,No,Non-Travel,727,Research & Development,3.0,3,Life Sciences,1,704,3,,41,2,1,Laboratory Technician,3,Married,1281.0,16900,1,Y,No,18,3,3.0,,2,1.0,31/02/2022,3,1,0,0.0,0
23,No,Travel_Rarely,885,Research & Development,4.0,3,Medical,1,705,1,Male,58,4,1,N.A.,1,Married,2819.0,8544,2,Y,No,16,3,1.0,80.0,1,5.0,3,4,3,2,0.0,2
25,No,Travel_Rarely,810,Sales,8.0,3,Life Sciences,1,707,4,Male,57,4,2,Sales Executive,2,Married,4851.0,15678,0,Y,No,22,4,,80.0,1,4.0,4,3,3,2,1.0,2
38,No,Travel_Rarely,243,Sales,7.0,4,Marketing,1,709,4,Ninguno,46,2,2,Sales Executive,4,Single,,7791,0,Y,No,20,4,1.0,80.0,0,8.0,,3,7,7,0.0,5
29,No,Travel_Frequently,806,Research & Development,1.0,4,Life Sciences,1,710,2,Male,76,1,1,Research Scientist,4,Divorced,2720.0,18959,1,Y,No,18,3,4.0,80.0,1,10.0,5,3,10,7,2.0,8
48,,Travel_Rarely,817,Sales,2.0,1,Marketing,1,712,2,Male,56,4,2,Sales Executive,2,Married,8120.0,18597,3,Y,No,12,3,4.0,80.0,0,12.0,3,3,2,2,2.0,2
27,No,Travel_Frequently,1410,Sales,3.0,1,Medical,1,714,4,Female,71,4,2,,4,Divorced,4647.0,16673,1,Y,Yes,20,4,2.0,80.0,2,6.0,3,3,6,5,error,4
37,No,Travel_Rarely,1225,Research & Development,10.0,2,Life Sciences,1,715,4,2,80,4,1,Research Scientist,4,Single,4680.0,15232,3,Y,No,17,3,,80.0,0,4.0,2,3,1,0,0.0,0
50,No,NULL,1207,Research & Development,28.0,1,Medical,1,716,4,Male,74,4,1,Laboratory Technician,3,Married,3221.0,3297,1,Y,Yes,11,3,3.0,80.0,3,20.0,3,3,20,8,3,8
34,No,Travel_Rarely,1442,Research & Development,,3,Medical,1,717,4,Female,46,2,3,Healthcare Representative,2,Single,8621.0,17654,1,Y,No,14,3,,80.0,0,9.0,3,4,8,7,7.0,7
24,Yes,Travel_Rarely,693,Sales,3.0,2,Life Sciences,1,720,1,maybe,65,3,2,Sales Executive,3,Single,4577.0,24785,9,Y,No,14,3,1.0,80.0,0,4.0,3,3,2,2,2.0,$0
39,No,Travel_Rarely,408,Research & Development,2.0,4,Technical Degree,1,721,4,Ninguno,80,2,2,Healthcare Representative,3,Single,4553.0,20978,1,Y,No,11,3,1.0,80.0,0,20.0,4,3,20,7,11.0,10
32,No,???,929,Sales,10.0,3,Marketing,1,722,4,Male,55,3,2,Sales Executive,4,Single,5396.0,21703,1,Y,No,12,3,4.0,80.0,0,10.0,2,2,10,7,0.0,8
50,Yes,Travel_Frequently,562,,8.0,2,Technical Degree,1,723,2,Male,50,3,2,Sales Executive,3,Married,6796.0,23452.0%,3,Y,Yes,14,3,1.0,80.0,1,18.0,4,3,4,3,1.0,3
38,No,Travel_Rarely,827,,1.0,4,Life Sciences,1,724,2,Female,33,4,2,Healthcare Representative,4,Single,,19383,0,Y,No,13,3.0%,3.0,,0,10.0,4,2,9,7,1.0,8
27,No,Travel_Rarely,608,Research & Development,1.0,2,Life Sciences,1,725,3,,68,3,3,Manufacturing Director,1,Married,7412.0,6009,1,Y,No,11,-11.79257878822217,4.0,80.0,0,9.0,3,3,9,7,0.0,7
32,No,Travel_Rarely,1018,,3.0,2,Life Sciences,1,727,3,Female,39,3,3,Research Director,4,Single,11159.0,19373,3,Y,No,15,3,4.0,80.0,0,,6,3,7,7,7.0,7
47,No,Travel_Rarely,703,Sales,14.0,4,Marketing,1,728,4,Male,42,3,2,Sales Executive,1,Single,4960.0,11825,2,Y,No,12,3,4.0,80.0,0,20.0,2,3,7,7,1.0,7
40,No,Travel_Frequently,580,Sales,5.0,4,Life Sciences,1,729,4,Male,48,2,3,Sales Executive,1,0,10475.0,23772,5,Y,Yes,21,4,3.0,80.0,1,20.0,2,3,18,13,1.0,12
53,No,Travel_Rarely,970,Research & Development,7.0,3,Life Sciences,1,730,3,Male,59,4,4,Research Director,3,Married,14814.0,13514,3,Y,No,19,3,3.0,80.0,0,32.0,3,3,5,1,,3
41,No,Travel_Rarely,427,Human Resources,10.0,4,Human Resources,1,731,2,Male,73,2,5,Manager,4,Divorced,19141.0,8861,3,Y,maybe,15,3,2.0,80.0,3,23.0,2,2,21,6,-177.0740343550227,6
60,,Travel_Rarely,1179,Sales,16.0,4,Marketing,1,732,1,Male,84,3,2,Sales Executive,1,Single,5405.0,11924,8,Y,No,14,3,$4,80.0,0,10.0,1,3,2,2,2.0,2
27,No,Travel_Frequently,294,Research & Development,10.0,2,Life Sciences,1,733,4,Male,32,3,$3,Manufacturing Director,1,na,8793.0,4809,1,Y,No,21,4,3.0,80.0,2,9.0,4,2,9,7,1.0,7
41,No,Travel_Rarely,314,Human Resources,1.0,3,Human Resources,1,734,4,,59,2,5,Manager,3,Married,19189.0,19562,1,Y,No,12,3,2.0,80.0,1,22.0,3,3,22,7,error,10
50,No,Travel_Rarely,316,Sales,8.0,4,Marketing,1,738,4,Male,54,3,1,Sales Representative,2,Married,3875.0,9983,7,Y,No,15,3,4.0,80.0,1,4.0,2,3,2,2,2.0,2.0%
28,Yes,Travel_Rarely,654,Research & Development,1.0,2,Life Sciences,1,741,1,Female,67,1,1,Research Scientist,2,Single,,3872,7,Y,Yes,13,3,4.0,80.0,0,10.0,4,3,7,7,3.0,7
36,No,Non-Travel,427,Research & Development,8.0,3,Life Sciences,1,742,1,Female,63,4,3,,1,Married,11713.0,20335,9,Y,No,14,3,12%,80.0,1,10.0,2,3,8,7,0.0,5
38,0,Travel_Rarely,168,,1.0,3,,1,743,3,-1,81,3,3,Manufacturing Director,3,Single,7861.0,1O0,4,Y,Yes,14,3,4.0,80.0,0,10.0,,4,1,0,0.0,0
44,No,Non-Travel,381,Research & Development,24.0,3,Medical,1,744,1,Male,49,1,missing,Laboratory Technician,3,Single,3708.0,2104,2,Y,No,14,3,3.0,80.0,0,9.0,5,3,5,2,1.0,4
47,No,Travel_Frequently,217,Sales,3.0,3,Medical,1,746,4,Female,49,3,4,Sales Executive,3,Divorced,13770.0,10225,9,Y,Yes,12,3,4.0,80.0,2,28.0,2,2,22,2,11.0,13
30,na,Travel_Rarely,501,,27.0,5,Marketing,1,747,3,Male,99,3,2,Sales Executive,4,Divorced,5304.0,25275,7,Y,No,-114.9560036368591,4,4.0,80.0,1,10.0,2,2,8,7,7.0,7
29,No,Travel_Rarely,1396,Sales,10.0,3,Life Sciences,1,749,3,Male,99,3,1,Sales Representative,3,Single,,2755,1,Y,No,11,3,3.0,80.0,0,1.0,6,3,1,0,,0
42,Yes,Travel_Frequently,933,Research & Development,19.0,NaN,Medical,1,752,3,Male,57,4,1,Research Scientist,3,Divorced,2759.0,20366,6,na,Yes,12,3,4.0,80.0,0,7.0,2,3,2,2,2.0,2
43,No,Travel_Frequently,775,Sales,15.0,3,Life Sciences,1,754,4,Male,47,2,2,Sales Executive,4,Married,6804.0,23683,3,Y,No,18,3,3.0,80.0,1,7.0,5,3,2,2,2.0,2
34,No,Travel_Rarely,970,Research & Development,8.0,2,Medical,1,757,2,NULL,96,3,2,Healthcare Representative,3,Single,6142.0,7360,3,Y,No,11,3,4.0,80.0,0,10.0,2,3,5,1,4.0,3
23,No,Travel_Rarely,650,Research & Development,9.0,1,Medical,1,758,2,Male,37,3,1,Laboratory Technician,1,Married,2500.0,4344,1,Y,No,14,3,4.0,80.0,1,5.0,2,4,4,3,0.0,2
39,No,Travel_Rarely,141,Human Resources,,3,Human Resources,1,760,3,Female,44,4,2,Human Resources,2,Married,,18767,9,,No,15,3,3.0,80.0,1,,3,1,8,3,3.0,6
56,No,Travel_Rarely,832,Research & Development,9.0,3,Medical,1,762,3,Male,81,3,4,0,4,Unknown,11103.0,—,7,Y,No,11,3,,80.0,0,30.0,1,2,10,7,-64.79633356405972,1
40.0%,No,Travel_Rarely,804,Research & Development,2.0,1,Medical,1,763,4,Female,86,2,1,Research Scientist,4,Ninguno,2342.0,22929,0,???,Yes,20,4,4.0,80.0,0,5.0,2,2,4,2,2.0,3
27,No,Travel_Rarely,975,Research & Development,,3,Medical,-1,764,4,Female,55,2,2,Healthcare Representative,1,Single,6811.0,23398,8,Y,No,19,3,1.0,80.0,0,9.0,,1,7,6,0.0,7
29,None,Travel_Rarely,1090,Sales,10.0,3,Marketing,1,766,4,Male,83,3,78.95810823324291,NULL,2,Divorced,2297.0,17967,1,Y,No,14,3,4.0,80.0,2,2.0,2,3,2,2,2.0,2
53,No,Travel_Rarely,346,Research & Development,6.0,3,Life Sciences,1,769,4,Male,86,3,2,Laboratory Technician,4,Single,2450.0,10919,2,Y,No,17,3,4.0,80.0,0,19.0,,3,2,2,2.0,2
35,NULL,Non-Travel,1225,Research & Development,2.0,NULL,Life Sciences,1,771,4,Female,61,3,2,N.A.,1,???,5093.0,4761,2,Y,No,11.0%,3,1.0,80.0,1,16.0,2,4,1,0,0.0,0
32,No,Travel_Frequently,430,Research & Development,24.0,4,Life Sciences,maybe,772,1,Male,80,3,2,Laboratory Technician,4,Married,5309.0,21146,1,Y,No,15,3,4.0,80.0,2,,2,3,10,8,4.0,7
38,No,Travel_Rarely,268,Research & Development,,5,Medical,1,773,4,Male,92,3,1,Research Scientist,3,Married,3057.0,20471,6,Y,Yes,13,3,2.0,80.0,1,6.0,0,1,1,0,,1
34,No,Travel_Rarely,167,,8.0,5,Life Sciences,1,775,2,Female,32,3,2,Manufacturing Director,1,,5121.0,4187,3,Y,No,14,3,3,80.0,1,,3,3,0,0,0.0,$0
52.0%,No,Travel_Rarely,621,Sales,3.0,4,,1,776,3,Male,31,2,4,Manager,1,Married,16856.0,10084,1,Y,No,?,3,1.0,80.0,0,34.0,3,4,34,6,1.0,16
33,Yes,Travel_Rarely,527,Research & Development,1.0,4,Other,1,780,4,Male,63,3,1,Research Scientist,4,Single,2686.0,5207,1,Y,Yes,13,3,3.0,80.0,0,10.0,,2,10,9,7.0,8
25,No,Travel_Rarely,883,Sales,26.0,1,Medical,1,781,3,Female,32,3,2,Sales Executive,4,Single,6180.0,22807,1,Y,No,23,4,2.0,80.0,0,6.0,5,2,6,5,1.0,4
45,,Travel_Rarely,954,Sales,2.0,2,na,1,783,2,Male,46,1,2,Sales Representative,3,Single,6632.0,error,0,Y,No,13,3,1.0,80.0,0,9.0,3,3,8,7,3.0,1
23,No,,310,Research & Development,10.0,1,Medical,1,784,1,Male,79,4,1,Research Scientist,3,Single,3505.0,19630,1,Y,No,18,3,4.0,80.0,0,2.0,3,3,2,2,0.0,$2
None,Yes,Travel_Frequently,719,Sales,27.0,2,N.A.,1,785,2,Female,77,4,2,Sales Executive,3,Single,6397.0,10339,4,Y,Yes,12,3,4.0,80.0,0,8.0,2,3,5,4,1.0,3
34,No,Travel_Rarely,304,Sales,2.0,3,Other,1,786,4,Male,60,3,2,Sales Executive,4,Single,6274.0,18686,1,Y,No,22,4,3.0,80.0,0,6.0,5,3,6,5,,4
55,,Travel_Rarely,725,Research & Development,2.0,3,Medical,1,787,4,Male,78,3,5,Manager,1,Married,19859.0,21199,5,,Yes,13,3,4.0,80.0,1,24.0,2,3,5,2,1.0,4
36,No,Non-Travel,1434,Sales,8.0,—,Life Sciences,1,789,1,Male,76,2,3,Sales Executive,1,Single,7587.0,14229,1,,No,15,3,2.0,80.0,0,10.0,31/02/2022,3,10,7,0.0,9
52,No,Non-Travel,715,Research & Development,19.0,4,Medical,1,791,4,0,41,3,1,Research Scientist,4,Married,4258.0,26589,0,Y,No,18,3,1.0,80.0,1,5.0,3,3,4,3,1.0,2
26,,Travel_Frequently,575,Research & Development,1.0,2,Life Sciences,1,792,1,Female,71,1,1,Laboratory Technician,4,Divorced,4364.0,5288,3,Y,No,14,3,1.0,80.0,1,5.0,2,3,2,2,2.0,0
29,No,Travel_Rarely,657,Research & Development,27.0,3,Medical,1,793,2,Female,66,3,2,Healthcare Representative,3,Married,4335.0,25549,4,???,2,12,3,1.0,80.0,1,11.0,3,2,8,7,1.0,1
26,Yes,Travel_Rarely,1146,Sales,8.0,3,Technical Degree,1,796,4,Male,38,2,2,Sales Executive,1,Single,5326.0,3064,6,Y,No,17,3,3.0,80.0,0,6.0,2,2,4,3,1.0,2
34,No,Travel_Rarely,182,Research & Development,1.0,4,Life Sciences,1,797,2,Female,72,4,1,Research Scientist,4,Single,3280.0,13551,2,Y,No,16,3,3.0,80.0,0,10.0,2020-13-40,3,4,2,1.0,3
54,No,Travel_Rarely,376,Research & Development,19.0,4,Medical,1,799,4,Female,95,3,2,,1,Divorced,5485.0,22670,9,Y,Yes,11,3,2.0,80.0,2,9.0,,3,5,3,1.0,4
27,No,Travel_Frequently,829,NULL,8.0,1,Marketing,1,800,3,Male,84,3,2,Sales Executive,4,Married,4342.0,24008,0,Y,No,19,3,2.0,80.0,1,5.0,3,3,4,2,1,1
37,No,Travel_Rarely,571,Research & Development,,1,Life Sciences,1,802,4,Female,82,3,1,Unknown,1,Divorced,2782.0,19905,0,Y,Yes,13,3,2.0,80.0,2,6.0,3,2,5,3,4.0,3
87.76504117405506,,Travel_Frequently,240,Research & Development,2.0,4,NULL,1,803,1,Female,75,4,2,Manufacturing Director,1,Single,5980.0,26085,6,Y,Yes,12,missing,21.448035850924228,80.0,0,17.0,2,3,15,7,4.0,12
34,No,Travel_Rarely,121,Research & Development,2.0,4,Medical,1,804,3,Female,86,2,1,Research Scientist,1,Single,4381.0,7530,1,Y,No,11,33.444799626547685,3.0,80.0,0,6.0,3,3,6,5,1.0,3
35,,Travel_Rarely,384,Sales,8.0,4,Life Sciences,1,805,1,Female,72,3,1,Sales Representative,4,Married,2572.0,20317,1,,No,16,3,2.0,80.0,1,3.0,1,2,3,2,0.0,2
30,No,Travel_Rarely,921,Research & Development,1.0,3.0%,Life Sciences,1,806,4,Male,38,1,1,Laboratory Technician,3,Married,3833.0,24375,3,Y,No,21,4,3.0,80.0,2,7.0,2,3,2,2,0.0,2
40,No,Travel_Frequently,791,Research & Development,2.0,2,Medical,1,807,3,Female,38,4,2,Healthcare Representative,2,Married,,9931,1,Y,No,24,4,4.0,80.0,1,8.0,2,3,8,7,—,7
34,No,Travel_Rarely,1111,Sales,239.56879102619104,2,Life Sciences,1,808,3,Female,93,3,2,Sales Executive,1,Married,6500.0,13305,5,Y,No,17,3,2.0,80.0,1,6.0,2022-00-10,3,3,2,1.0,2
42,No,Travel_Frequently,570,,8.0,$3,Life Sciences,1,809,2,Male,66,3,5,Manager,4,Divorced,18430.0,16225,1,Y,No,13,3,2.0,80.0,1,24.0,4,2,24,7,14.0,9
23,,Travel_Rarely,1243,Research & Development,6.0,3,Life Sciences,1,811,3,Male,63,4,115.45071743242843,Laboratory Technician,1,Married,1601.0,3445,1,Y,Yes,21,4,3.0,80.0,2,1.0,2,3,0,0,0.0,0
24,No,Non-Travel,1092,Research & Development,9.0,3,Life Sciences,1,812,3,Male,60,2,1,Laboratory Technician,2,Divorced,2694.0,26551,1,Y,No,11,3,3.0,80.0,3,1.0,4,3,1,0,0.0,0
52,No,Travel_Rarely,1325,Research & Development,11.0,4,Life Sciences,1,813,4,Female,82,3,2,Laboratory Technician,3,Married,,21821,8,Y,No,20,4,2.0,80.0,1,9.0,3,3,5,2,1.0,4
50,No,Travel_Rarely,691,Research & Development,2.0,3,Medical,1,815,3,Male,64,3,4,Unknown,3,Married,17639.0,6881,5,Y,No,16,3,4.0,80.0,0,30.0,3,3,4,3,0.0,3
29,,Travel_Rarely,805,Research & Development,1.0,2,Life Sciences,1,816,2,Female,36,2,1,Laboratory Technician,1,Married,2319.0,6689,1,Y,Yes,11,3.0%,100.0022983243368,80.0,1,,2021/99/01,3,1,0,0.0,0
33,,Travel_Rarely,213,Research & Development,$7,3,Medical,1,817,3,Male,49,3,3,Research Director,3,Married,11691.0,25995,0,NULL,No,11,?,4.0,80.0,0,14.0,2020-13-40,4,13,9,3.0,7
33,Yes,Travel_Rarely,118,Sales,16.0,error,Marketing,1,819,1,???,69,3,2,Sales Executive,1,Single,,-1070526.339913578,5,Y,No,15,3,3.0,80.0,0,6.0,3,3,3,2,0.0,2
47,No,Travel_Rarely,202,Research & Development,2.0,2,Other,1,820,3,Female,33,3,4,Manager,4,Married,16752.0,12982,1,Y,Yes,11,3,3.0,80.0,1,26.0,3,2,26,14,3.0,0
36,No,Travel_Rarely,676,Research & Development,1.0,3,Other,1,823,3,Female,35,3,2,Manufacturing Director,2,Married,5228.0,23361,0,Y,No,15,3,1.0,80.0,1,10.0,2,3,9,7,0.0,5
536.916520446001,,Travel_Rarely,1252,,23.0,2,Life Sciences,1,824,3,Male,81,4,1,Research Scientist,3,Married,2700.0,23779,1,Y,No,24,4,,80.0,1,10.0,3,3,10,7,0.0,7
58,Yes,Travel_Rarely,286,na,2.0,4,Life Sciences,1,825,4,Male,31,3,5,Research Director,2,Single,19246.0,25761,7,Y,Yes,12,3,4.0,80.0,0,40.0,2,3,31,15,13.0,8
missing,No,Travel_Rarely,1258,,,183.76803239956772,Life Sciences,1,826,4,Female,40,4,1,,3,Single,2506.0,13301,3,Y,No,13,3,3.0,80.0,0,7.0,0,3,2,2,2.0,2
42,No,Travel_Rarely,932,Research & Development,1.0,2,na,1,827,4,Female,43,2,2,Manufacturing Director,4,Married,6062.0,4051,9,Y,Yes,13,error,4.0,80.0,1,8.0,4,3,4,3,0.0,2
-565.3497725828569,Yes,Travel_Rarely,890,Research & Development,2.0,4,Medical,1,828,3,NO,46,3,1,Research Scientist,3,Single,4382.0,16374,6,Y,No,17,3,4.0,80.0,0,5.0,3,2,2,2,2.0,1
36,No,Travel_Rarely,1041,Human Resources,13.0,3,Human Resources,1,829,3,Male,36,3,1,Human Resources,2,Married,2143.0,25527,4,Y,,13,3,2.0,80.0,1,8.0,2,3,5,2,0.0,4
NaN,No,Unknown,859,Research & Development,4.0,$3,Life Sciences,1,830,3,Female,98,2,2,Manufacturing Director,3,Married,6162.0,19124,1,Y,No,12,3,3.0,80.0,1,14.0,3,3,14,13,6,8
40,No,Travel_Frequently,720,Research & Development,16.0,4,Medical,1,832,1,Male,51,2,2,Laboratory Technician,3,Single,5094.0,11983,6,Y,No,14,3,4.0,80.0,0,10.0,6,3,1,0,0.0,0
30,Unknown,Travel_Rarely,946,Research & Development,NaN,3,Medical,1,833,3,Female,52,2,2,Manufacturing Director,4,,6877.0,20234,5,Y,Yes,24,4,2.0,,0,12.0,4,2,0,0,0.0,0
45,No,Travel_Rarely,252,Research & Development,2.0,3,Life Sciences,1,834,2,Female,95,2,1,Research Scientist,3,Single,,6153,1,Y,No,14,3,4.0,80.0,0,1.0,3,3,1,0,0.0,0
42,No,Travel_Rarely,933,Research & Development,29.0,3,Life Sciences,1,836,2,Male,98,3,,Manufacturing Director,2,Married,4434.0,11806,1,Y,No,13,3,4.0,80.0,1,10.0,3,2,9,8,7.0,8
38,,Travel_Frequently,471,Research & Development,12.0,3,Life Sciences,1,837,1,Male,45,2,2,Healthcare Representative,1,,6288.0,4284,2,Unknown,No,15,3,3.0,80.0,1,13.0,2020-13-40,2,4,3,1.0,2
34,No,Travel_Frequently,702,Research & Development,16.0,4,Life Sciences,1,838,3,Female,100,2,1,Research Scientist,4,Single,2553.0,8306,1,Y,No,16,3,3.0,80.0,0,6.0,3,3,5,2,1.0%,3
49,Yes,Travel_Rarely,1184,,N/A,,Marketing,1,840,3,Female,43,3,3,Sales Executive,4,Married,7654.0,5860,1,Y,No,18,3,1.0,80.0,2,9.0,3,4,9,8,7.0,7
55,,Travel_Rarely,436,Sales,2.0,1,Medical,1,842,3,Male,37,3,2,Sales Executive,4,Single,5160.0,21519,4,Y,No,16,3,3.0,80.0,0,12.0,3,2,9,7,7.0,3
43,No,Travel_Rarely,589,Research & Development,14.0,2,Life Sciences,1,843,2,Male,94,3,4,Research Director,1,Married,,5200,6,Y,No,24,4,3.0,80.0,1,22.0,3,3,4,1,1.0,0
